alert_key,sar_flag
177440,0
175979,0
175900,0
176953,0
176654,0
176966,0
177396,0
176438,0
177567,0
175988,0
175869,0
175931,0
176226,0
175854,0
176039,0
176006,0
176173,0
176464,0
177229,0
177590,0
175446,0
177441,0
176195,0
175525,0
177282,0
177100,0
176361,0
177644,0
177018,0
176279,0
176579,0
177190,0
177324,0
175955,0
177074,0
177149,0
175466,0
175649,0
176404,0
176551,0
176344,0
177355,0
176997,0
176087,0
175770,0
176679,0
175960,0
176866,0
175410,0
175526,0
177412,0
176225,0
176135,0
176920,0
175426,0
175902,0
177479,0
175855,0
175630,0
176648,0
177136,0
177020,0
175684,0
176749,0
177431,0
176678,0
176789,0
176891,0
177426,0
175858,0
176996,0
176001,0
177585,0
176313,0
177374,0
175604,0
177362,0
176769,0
175973,0
176970,0
176553,0
177553,0
176067,0
175699,0
177415,0
176637,0
177638,0
177606,0
177162,0
175883,0
176152,0
176415,0
176978,0
177406,0
177463,0
176392,0
176557,0
175459,0
177375,0
177571,0
177054,0
175613,0
177443,0
175948,0
175904,0
175486,0
176270,0
177087,0
177618,0
177086,0
177013,0
176099,0
175820,0
177222,0
176695,0
175901,0
177383,0
176274,0
175571,0
176806,0
177624,0
176409,0
177623,0
176629,0
176941,0
176524,0
176826,0
176754,0
175841,0
176790,0
177042,0
175566,0
176809,0
175524,0
176901,0
176782,0
176592,0
177394,0
176706,0
175916,0
176306,0
177667,0
176760,0
176964,0
177598,0
176430,0
176193,0
176578,0
175859,0
176801,0
176958,0
177342,0
175643,0
176738,0
176091,0
175412,0
177135,0
175518,0
177263,0
175998,0
177563,0
175825,0
176574,0
177339,0
177565,0
176462,0
175683,0
177432,0
175582,0
176724,0
175819,0
177157,0
177409,0
175777,0
176018,0
177085,0
177121,0
175831,0
175420,0
175892,0
176652,0
177478,0
175734,0
176194,0
175477,0
176071,0
177388,0
175810,0
175455,0
175597,0
176643,0
176321,0
176980,0
176659,0
175464,0
177216,0
175636,0
177368,0
175444,0
177045,0
177345,0
177039,0
177358,0
177357,0
175538,0
176346,0
175843,0
176231,0
175991,0
175744,0
175867,0
177467,0
175958,0
175401,0
177050,0
176869,0
175978,0
176577,0
175474,0
176534,0
177256,0
176356,0
176086,0
176191,0
175774,0
175756,0
176456,0
175561,0
175510,0
177337,0
177022,0
177124,0
177209,0
177628,0
176632,0
176292,0
175626,0
175697,0
176424,0
176007,0
177171,0
176444,0
177651,0
176343,0
177402,0
176736,0
175563,0
176792,0
177420,0
177276,0
177316,0
176207,0
176763,0
176714,0
175504,0
177030,0
176733,0
176089,0
176182,0
175738,0
175549,0
177134,0
177228,0
177180,0
176918,0
177083,0
177390,0
176398,0
177203,0
176020,0
175799,0
176540,0
175516,0
177166,0
176253,0
175924,0
176988,0
176799,0
176241,0
177630,0
175897,0
176814,0
175632,0
177607,0
175772,0
177313,0
176301,0
176467,0
176967,0
176121,0
176771,0
176230,0
176170,0
177447,0
176735,0
176975,0
175400,0
176373,0
176248,0
177197,0
176428,0
177561,0
176751,0
177661,0
177382,0
175944,0
175912,0
177395,0
177459,0
177537,0
176628,0
176340,0
175798,0
177436,0
176353,0
176597,0
177163,0
177569,0
177035,0
176960,0
177391,0
177361,0
177301,0
176610,0
176516,0
176129,0
175556,0
175590,0
176487,0
175589,0
176747,0
176412,0
177643,0
177060,0
177000,0
175620,0
175478,0
176002,0
176397,0
177173,0
176138,0
175505,0
175411,0
176959,0
176166,0
176650,0
175617,0
175577,0
176744,0
177435,0
176661,0
176186,0
176753,0
177632,0
176085,0
176860,0
176595,0
176768,0
177107,0
177062,0
177633,0
175595,0
176772,0
177338,0
176585,0
175552,0
177231,0
175826,0
176033,0
177341,0
176425,0
176741,0
175422,0
175427,0
176003,0
175785,0
176440,0
177206,0
175492,0
175507,0
177578,0
176158,0
177445,0
175815,0
177438,0
176399,0
177048,0
177695,0
175433,0
175863,0
177344,0
175928,0
176509,0
177642,0
177477,0
176293,0
176963,0
176798,0
176537,0
177275,0
177465,0
176247,0
177169,0
177413,0
175848,0
176188,0
175564,0
177379,0
176072,0
176776,0
177200,0
176228,0
176992,0
177017,0
177145,0
175853,0
177277,0
176536,0
175470,0
176322,0
175735,0
176053,0
176324,0
176172,0
176221,0
176785,0
177365,0
176566,0
177186,0
176947,0
176868,0
177091,0
175646,0
175456,0
176641,0
176701,0
175847,0
176297,0
175929,0
176575,0
175745,0
175541,0
176332,0
177476,0
177620,0
175452,0
177212,0
175431,0
176163,0
176445,0
176717,0
175651,0
175635,0
176403,0
175553,0
176391,0
177287,0
176426,0
175521,0
177451,0
176824,0
175959,0
176238,0
177613,0
177400,0
175896,0
176502,0
176933,0
177576,0
176154,0
176609,0
176546,0
176740,0
176521,0
177389,0
176275,0
177416,0
176525,0
175726,0
177156,0
177138,0
176832,0
175701,0
176486,0
175752,0
176660,0
175572,0
177080,0
177176,0
177021,0
177480,0
175586,0
175491,0
176227,0
175779,0
176699,0
176204,0
176969,0
175969,0
176986,0
175907,0
177070,0
175555,0
177067,0
176766,0
176611,0
175413,0
176888,0
177434,0
177041,0
176943,0
177636,0
176024,0
175953,0
176023,0
176219,0
175845,0
176389,0
175581,0
175935,0
176598,0
175737,0
176904,0
176120,0
177109,0
175967,0
177068,0
176066,0
175930,0
177114,0
175432,0
177656,0
176581,0
177078,0
177356,0
175447,0
176063,0
176385,0
175488,0
177591,0
176476,0
176555,0
176040,0
175974,0
175927,0
177298,0
176185,0
176094,0
175540,0
176614,0
176414,0
175983,0
175824,0
175585,0
176441,0
176117,0
177602,0
177575,0
177373,0
177141,0
176591,0
177641,0
176362,0
176011,0
176791,0
175631,0
175811,0
176640,0
176616,0
176064,0
176041,0
175718,0
177154,0
177577,0
175608,0
177360,0
175964,0
177381,0
177405,0
176805,0
177594,0
177378,0
175551,0
177393,0
176926,0
176004,0
177175,0
177004,0
177428,0
175664,0
176690,0
175596,0
175742,0
175705,0
176990,0
176620,0
175913,0
176757,0
175838,0
176836,0
175498,0
176548,0
175602,0
176061,0
176811,0
177194,0
177133,0
177583,0
176005,0
175921,0
176713,0
176765,0
177654,0
175830,0
176715,0
177588,0
175999,0
176796,0
176294,0
176703,0
176314,0
177217,0
175493,0
175724,0
177223,0
177424,0
175467,0
177178,0
176694,0
176827,0
177564,0
175531,0
177311,0
176492,0
177329,0
176756,0
176189,0
177289,0
175987,0
175852,0
176894,0
176077,0
177057,0
176372,0
176952,0
176245,0
175527,0
176216,0
175648,0
176285,0
175802,0
176096,0
175780,0
176750,0
175490,0
176725,0
176685,0
176254,0
177552,0
175947,0
176639,0
176968,0
176563,0
175580,0
176780,0
175736,0
177155,0
176710,0
176256,0
177433,0
176125,0
175749,0
177161,0
176936,0
176993,0
177653,0
176037,0
176131,0
175583,0
176019,0
177348,0
177191,0
177160,0
177404,0
176036,0
176171,0
176788,0
175548,0
177330,0
175462,0
176697,0
176470,0
175972,0
177227,0
176118,0
175600,0
175485,0
177574,0
175956,0
176716,0
176817,0
175990,0
176181,0
176593,0
177422,0
176683,0
176692,0
175619,0
175832,0
176518,0
176081,0
175423,0
176559,0
177353,0
177044,0
176580,0
176377,0
176576,0
176748,0
176775,0
175637,0
177224,0
177059,0
175576,0
176673,0
176608,0
176348,0
176582,0
176114,0
175569,0
175980,0
175528,0
177005,0
176859,0
176671,0
177621,0
175775,0
176436,0
175884,0
175508,0
176022,0
176649,0
175482,0
176839,0
175936,0
175957,0
176519,0
175560,0
176638,0
175986,0
176471,0
176407,0
176618,0
175766,0
175661,0
176396,0
176533,0
175792,0
176951,0
175674,0
175453,0
175932,0
175725,0
176861,0
177152,0
175823,0
176662,0
177012,0
177144,0
176218,0
176948,0
176134,0
176916,0
175416,0
175545,0
177592,0
176068,0
176217,0
176244,0
176351,0
177184,0
176680,0
175837,0
175946,0
176215,0
176653,0
176994,0
177235,0
176095,0
176249,0
176691,0
177593,0
177016,0
177187,0
177455,0
177582,0
175402,0
177108,0
175657,0
175954,0
176434,0
176475,0
176008,0
176599,0
177437,0
175487,0
176167,0
175963,0
175434,0
176770,0
176082,0
177280,0
177392,0
176808,0
175995,0
175640,0
176339,0
176465,0
176480,0
175743,0
176708,0
176663,0
176092,0
177376,0
175530,0
175475,0
176568,0
176045,0
177637,0
176116,0
176544,0
177025,0
177142,0
176807,0
176797,0
177310,0
176168,0
175562,0
175971,0
175702,0
175471,0
175610,0
176589,0
176400,0
177411,0
177076,0
175761,0
176630,0
175894,0
176998,0
175704,0
176119,0
177581,0
177609,0
177182,0
176602,0
177385,0
176016,0
175554,0
177205,0
177559,0
177199,0
177650,0
176624,0
177439,0
176261,0
177272,0
177616,0
175919,0
177603,0
175759,0
176054,0
177208,0
176539,0
177655,0
176402,0
175808,0
175940,0
175754,0
177410,0
175985,0
176208,0
176726,0
176634,0
175511,0
177101,0
176136,0
176187,0
175714,0
177215,0
177558,0
175833,0
176942,0
175522,0
177204,0
176190,0
176821,0
177333,0
175673,0
177159,0
175720,0
176531,0
177370,0
175463,0
175796,0
176510,0
177589,0
176696,0
177572,0
176619,0
176626,0
176871,0
176702,0
175615,0
176184,0
177064,0
175437,0
177610,0
175419,0
177332,0
175603,0
177625,0
176504,0
177279,0
176621,0
176961,0
177244,0
177299,0
176319,0
177106,0
176401,0
177026,0
175543,0
175760,0
175933,0
176073,0
175700,0
176111,0
175479,0
177579,0
176787,0
175914,0
176565,0
176320,0
177295,0
175653,0
177110,0
177027,0
176872,0
176065,0
177254,0
175762,0
176240,0
177464,0
176034,0
176778,0
177105,0
176773,0
176833,0
176914,0
176646,0
177599,0
176514,0
177449,0
177220,0
176635,0
176224,0
176562,0
175938,0
175441,0
176251,0
175641,0
177596,0
176687,0
176657,0
176178,0
176962,0
176214,0
175961,0
176759,0
176523,0
175787,0
175881,0
176561,0
176083,0
175789,0
177814,0
177796,0
177979,0
178237,0
178179,0
178186,0
178181,0
177972,0
178009,0
178001,0
177990,0
177958,0
178193,0
177960,1
178183,0
177788,1
178208,0
178128,0
177942,0
178007,0
177993,0
177893,0
178148,0
177795,0
177790,0
178006,0
177764,0
178169,0
177961,0
178050,0
177965,0
177925,0
177943,0
178207,0
177967,0
177957,0
178187,0
177948,0
177800,0
177816,0
178199,0
178167,0
178003,0
177986,0
177894,0
177803,0
177995,0
178191,0
177813,0
178178,0
177806,0
177809,0
177954,0
178147,0
177950,0
178004,0
177928,0
177825,0
178204,0
177798,0
177810,0
177804,0
178188,0
177769,0
177823,0
178185,0
177819,0
178198,0
178260,0
177818,0
177805,0
178013,0
177821,0
178010,0
177888,0
177951,0
178000,0
177976,0
177792,0
178206,0
178203,0
177817,0
177826,0
177966,0
178464,0
178743,0
179004,0
178802,0
179493,0
179614,0
179213,0
179536,0
179152,0
179367,0
178601,0
179040,0
178580,0
179196,0
179402,0
178853,0
179063,0
179518,0
178559,0
179171,0
179167,0
178949,0
178532,0
178375,0
178386,0
179485,0
179113,0
178688,0
178958,0
179482,0
178392,0
178390,0
178991,0
178605,0
178698,0
179505,0
178692,0
179354,0
178999,0
178618,0
179112,0
179050,0
179096,0
178510,0
179344,0
179009,0
178404,0
178411,0
178765,0
178933,0
178435,0
178719,0
179135,0
178967,0
178876,0
178746,0
179206,0
178537,0
178529,0
178389,0
179360,0
179458,0
178728,0
179512,0
178946,0
178419,0
178387,0
179045,0
179102,0
178460,0
179062,0
178557,0
178481,0
178862,0
179330,0
178539,0
179434,0
179449,0
179371,0
178803,0
179007,0
178957,0
179537,0
179095,0
179029,0
178415,0
179423,0
179372,0
178480,0
179420,0
178978,0
178373,0
178895,0
178428,0
179008,0
179436,0
179033,0
179328,0
178809,0
178549,0
178610,0
178894,0
179165,0
178996,0
179043,0
178361,0
179609,0
178827,0
178586,0
178684,0
179120,0
178564,0
178367,0
179068,0
178503,1
179086,1
179616,0
179548,0
179624,0
178546,0
179074,0
179146,0
179315,0
178950,0
179375,0
179590,0
179421,0
178897,0
178457,0
178363,0
178995,0
179498,0
179581,0
178959,0
178852,0
178901,0
178384,0
178942,0
179100,0
179500,0
178405,0
179048,0
179514,0
179209,0
179405,0
178804,0
178607,0
178397,0
178420,0
179027,0
178596,0
178777,0
178477,0
179398,0
179595,0
179084,0
178843,0
178579,0
179130,0
178721,0
178591,0
179504,0
178606,0
178733,0
178930,0
179193,0
179384,0
178432,0
178421,0
179099,0
179552,0
178475,0
178569,0
178907,0
178704,0
178952,0
179600,0
178811,0
178589,0
179516,0
178418,0
179381,0
179562,0
178745,0
179125,0
178814,0
178932,0
179555,0
178830,0
178571,0
179564,0
178771,0
179546,0
178615,0
179358,0
178905,0
178562,0
178816,0
178900,0
179199,0
179160,0
179018,0
179550,0
179115,0
179203,0
179495,0
179129,0
179065,0
178535,0
178948,0
178994,0
179028,0
178943,0
178599,0
178520,0
179509,0
178998,0
178781,0
179582,0
179148,0
178551,0
178595,0
179440,0
179486,0
178611,0
179014,0
178955,0
178751,0
178936,0
178849,0
178370,0
178812,0
178773,0
179461,0
178407,0
179389,0
178371,0
179471,0
179097,0
179625,0
179010,0
179355,0
178496,0
178567,0
179124,0
178754,0
179615,0
178847,0
178424,0
179011,0
179034,0
178360,0
178566,0
178956,0
179106,0
179620,0
178969,0
179087,0
179154,0
178840,0
178954,0
179035,0
178962,0
178741,0
178498,0
179476,0
179363,0
179070,0
179377,0
178429,0
179583,0
179392,0
179570,0
178494,0
179535,0
179579,0
178394,0
179353,0
178602,0
179447,0
179591,0
178478,0
179075,0
178414,0
179605,0
178768,0
178873,0
178922,0
178584,0
179151,0
178703,0
179457,0
179047,0
178575,0
179515,0
179598,0
178588,0
179059,0
179530,0
179111,0
179180,0
179352,0
178859,0
178823,0
179592,0
178731,0
179374,0
179563,0
179599,0
179156,0
178977,0
179508,0
178988,0
178796,0
179022,0
179378,0
179101,0
178585,0
179561,0
179038,0
178693,0
178525,0
179454,0
179121,0
179053,0
179577,0
179368,0
179190,0
178540,0
179166,0
178687,0
178963,0
179382,0
178738,0
178834,0
178461,0
178846,0
178385,0
178837,0
178578,0
178820,0
179185,0
178455,0
179507,0
179351,0
178583,0
179602,0
178810,0
179303,0
179150,0
179607,0
178511,0
178818,0
179394,0
179204,0
178533,0
179013,0
179496,0
179158,0
178981,0
179487,0
178869,0
178953,0
178864,0
179090,0
179178,0
179539,0
178592,0
179139,0
178806,0
178522,0
179147,0
178766,0
178505,0
178486,0
178770,0
179194,0
179072,0
178568,0
179080,0
179078,0
179329,0
179337,0
179159,0
179197,0
178854,0
179559,0
179623,0
178714,0
179136,0
178613,0
179119,0
179560,0
178700,0
178982,0
178861,0
178556,0
179057,0
178767,0
178430,0
178558,0
179174,0
178506,0
179349,0
178744,0
179179,0
178911,0
179361,0
178713,0
178368,0
180210,0
179922,0
179779,0
179751,0
180153,0
179754,0
179893,0
180046,0
180205,0
179766,0
179761,0
179896,0
180083,0
179772,0
179763,0
180201,0
180074,0
179762,0
179909,0
179932,0
179757,0
180043,0
180223,1
180057,0
179777,0
179936,0
180065,0
179789,1
179768,0
180047,0
179940,0
179778,0
180070,0
179783,0
179773,0
179906,0
180044,0
180055,0
179721,0
180077,0
179785,0
180125,0
179791,0
179913,0
180076,0
180058,0
180231,0
180078,0
180230,0
180108,0
179774,0
179851,0
180206,0
180059,0
180224,0
179937,0
179923,0
179765,0
179968,0
180091,0
179910,0
180204,0
179767,0
179942,0
180151,0
180216,0
179900,0
179903,0
180198,0
179967,0
180090,0
179770,0
180069,0
179732,0
179911,0
180149,0
180071,0
180209,0
180028,0
179776,0
180213,0
179758,0
179728,0
179759,0
179901,0
179924,0
179915,0
180060,0
180219,0
180225,0
179970,0
179930,0
180064,0
179769,0
180539,0
180396,0
180824,0
180681,0
180548,0
180403,0
180364,0
180530,0
180660,0
180655,0
180668,0
180526,0
180527,0
180414,0
180837,0
180661,0
180491,0
180821,0
180813,0
180802,0
180658,0
180812,0
180827,0
180518,0
180408,0
180540,0
180810,0
180604,0
180538,0
180819,0
180670,0
180836,0
180662,0
180406,0
180374,0
180545,0
180535,0
180523,0
180811,0
180410,0
180796,0
180407,0
180488,0
180521,0
180814,0
180822,0
180806,0
180809,0
180512,0
180651,0
180627,0
180815,0
180664,0
180405,0
180417,0
180669,0
180771,0
180808,0
180398,0
180400,0
180674,0
180489,0
180402,0
180541,0
180515,0
180533,0
180673,0
181058,0
181091,0
181105,0
181023,0
181112,0
181422,0
181096,0
181001,0
181008,0
181099,0
181241,1
181452,0
181408,0
181433,0
181123,0
181031,0
181006,0
181290,0
181390,0
181410,0
181019,0
181018,0
181270,0
181434,0
180977,0
181411,0
181129,0
181230,0
181017,0
181119,0
181116,0
181269,0
181024,0
181002,0
181029,0
180993,0
181415,0
181448,0
181297,0
181431,0
181003,0
180996,0
181451,0
181122,0
181288,0
181012,0
181264,0
181016,0
181419,0
180995,0
181262,0
181151,0
181409,0
181085,0
181273,0
181261,0
181293,0
181298,0
181101,0
181124,0
181387,0
181097,0
181011,0
180999,0
181111,0
180990,0
181443,0
181424,0
181289,0
181113,0
181013,0
181429,0
181286,0
181109,0
181413,0
181444,0
181278,0
181404,0
181394,0
181007,0
181147,0
181484,0
181110,0
180979,0
181210,0
181014,0
181118,0
181414,0
181426,0
180970,0
181064,0
181149,0
181296,0
181445,0
181005,0
181279,0
181274,0
181392,0
180997,0
181103,0
181098,0
181617,0
182017,0
181765,0
181757,0
181862,0
182010,0
182068,0
182012,0
181920,0
182033,0
181924,0
181940,0
181719,0
181876,0
181618,0
181928,0
182034,0
182004,0
181762,0
182020,0
181933,0
182018,0
181770,0
181626,0
181628,0
181742,1
181930,0
181909,0
182028,0
182029,0
181901,0
181634,0
181619,0
181756,0
181601,0
182011,0
182008,0
181944,0
181902,0
181755,0
181605,0
181838,0
181718,0
181776,0
181918,0
181608,0
182031,0
181926,0
181885,0
181774,0
181767,0
181629,0
182022,0
181594,0
181912,0
181914,0
181721,0
181598,0
181903,0
181751,0
181922,0
181616,0
181763,0
181615,0
182014,0
181886,0
182007,0
181754,0
181861,0
182016,0
181938,0
181600,0
181937,0
181753,0
181739,0
181612,0
181911,0
181607,0
181925,0
181747,0
182005,0
181633,0
181620,0
182024,0
181625,0
181624,0
181906,0
182199,0
182455,0
182339,0
182361,0
182333,0
182585,0
182179,0
182555,0
182181,0
182427,0
182340,0
182335,0
182343,0
182203,0
182432,0
182337,0
182461,0
182430,0
182553,0
182175,0
182459,0
182556,0
182190,0
182423,0
182349,0
182449,0
182192,0
182332,0
182287,0
182438,0
182347,0
182567,0
182435,0
182350,0
182571,0
182448,0
182452,0
182558,0
182575,0
182285,0
182563,0
182579,0
182171,0
182152,0
182650,0
182188,0
182515,0
182418,0
182550,0
182309,0
182174,0
182202,0
182189,0
182581,0
182445,0
182441,0
182270,0
182447,0
182444,0
182559,0
182554,0
182194,0
182474,0
182357,0
182327,0
182544,0
182151,0
182569,0
182557,0
182454,0
182572,0
182473,0
182457,0
182584,0
182561,0
182308,0
182197,0
182183,0
182353,0
182286,0
182144,0
182184,0
182352,0
182804,0
182961,0
182839,0
182785,0
182992,0
182803,0
182819,0
182837,0
182995,0
182813,0
182691,0
182686,1
182933,0
182682,0
182834,0
182696,0
182705,0
182964,0
182815,0
182957,0
183075,0
183004,0
182822,0
182694,0
182948,0
183071,0
182824,0
183080,0
182808,0
182786,0
182713,0
182941,0
183086,0
182931,0
182999,0
182840,0
183072,0
182709,0
182916,0
183084,0
182951,0
182993,0
182944,0
182937,0
182929,0
182695,0
183089,0
183007,0
183005,0
182827,0
182908,0
183074,0
182703,0
182832,0
182693,0
182708,0
182706,0
182829,0
182946,0
183090,0
182698,0
182825,0
182718,0
182828,0
182704,0
182701,0
182936,0
182667,0
182947,0
182681,0
183077,0
182716,0
182700,0
182711,0
182794,0
182783,0
183606,0
183380,0
183610,0
183339,0
183645,0
183641,0
183552,0
183659,0
183234,0
183574,0
183542,0
183517,0
183238,0
183563,0
183652,0
183253,0
183244,0
183550,0
183242,0
183255,0
183570,0
183653,0
183261,0
183241,0
183568,0
183564,0
183605,0
183571,0
183247,0
183370,0
183204,0
183555,0
183575,0
183373,0
183384,0
183507,0
183233,0
183248,0
183346,0
183554,0
183243,0
183549,0
183249,0
183566,0
183577,0
183379,0
183569,0
183374,0
183485,0
183473,0
183540,0
183256,0
183655,0
183561,0
183258,0
183381,0
183362,0
183371,0
183387,0
183471,0
183580,0
183658,0
183246,0
183509,0
183690,0
183262,0
183364,0
183207,0
183240,0
183607,0
183382,0
183392,0
183646,0
183660,0
183265,0
183643,0
183560,0
183565,0
184319,0
184100,0
183798,0
183943,0
184304,1
183821,0
184132,0
183971,0
183785,0
184104,0
184228,0
184292,0
183804,0
183966,0
184312,0
184256,0
183949,0
183816,0
183960,0
183934,0
183805,0
184271,0
184111,0
184277,0
183806,0
183941,0
184099,0
183961,0
183938,0
183973,0
184085,0
184120,0
184281,0
184298,0
183801,0
184131,0
183793,0
183812,0
183767,0
183967,0
183945,0
183978,0
183962,0
183749,0
184289,0
183803,0
183796,0
183932,0
183791,0
184263,0
183771,0
184101,0
183808,0
183778,0
184314,0
184122,0
184105,0
184307,0
183954,0
184124,0
183951,0
184062,0
184286,0
184293,0
183794,0
184106,0
184356,0
183774,0
184279,0
183977,0
183797,0
184316,0
183958,0
183814,0
183792,0
184119,0
184117,0
183802,0
184315,0
183786,0
183980,0
183807,0
184092,0
183787,0
183976,0
184088,0
184275,0
183800,0
183780,0
184285,0
183892,0
184055,0
183843,0
183939,0
184118,0
183965,0
184276,0
184137,0
183901,0
184121,0
183968,0
184318,0
184205,0
183950,0
183775,0
184229,0
183784,0
183795,0
183946,0
184140,0
183810,0
183747,0
184133,0
184116,0
184066,0
183790,0
184311,0
184268,0
184607,0
